attribute,category,bundles,bundle_specific_attribute,normalized_freq,importance_rating,columnwise_similarity
is made of leather,weapons,,False,0.079890,1.750000,0.000000
is drawn by horses,tools,,False,0.048209,,0.000000
is drawn by horses,vehicles,,False,0.048209,4.416667,0.000000
played with a bow,musical instruments,3,True,0.037190,4.750000,0.200000
is transparent,clothing,,False,0.038567,,0.000000
is transparent,kitchen utensils,,False,0.038567,2.083333,0.000000
is busy,vehicles,,False,0.002755,4.083333,0.000000
goes fast,kitchen utensils,4,True,0.121212,,0.647059
goes fast,vehicles,4,True,0.121212,5.583333,0.647059
can be used as weapon,kitchen utensils,"5, 6",False,0.278237,2.416667,0.600000
can be used as weapon,tools,"5, 6",False,0.278237,4.333333,0.600000
can be used as weapon,vehicles,"5, 6",False,0.278237,,0.600000
can be used as weapon,weapons,"5, 6",False,0.278237,6.333333,0.600000
is odourless,clothing,"1, 2, 3, 4, 5, 6",False,0.005510,,1.000000
is odourless,kitchen utensils,"1, 2, 3, 4, 5, 6",False,0.005510,,1.000000
is odourless,musical instruments,"1, 2, 3, 4, 5, 6",False,0.005510,,1.000000
is odourless,tools,"1, 2, 3, 4, 5, 6",False,0.005510,,1.000000
is odourless,vehicles,"1, 2, 3, 4, 5, 6",False,0.005510,,1.000000
is odourless,weapons,"1, 2, 3, 4, 5, 6",False,0.005510,2.333333,1.000000
is worn during the winter,clothing,2,True,0.112948,4.916667,0.454545
is yellow,clothing,6,True,0.024793,,0.187500
is yellow,musical instruments,6,True,0.024793,,0.187500
is yellow,tools,6,True,0.024793,1.833333,0.187500
used by men,clothing,"1, 5, 6",False,0.060606,,0.795918
used by men,kitchen utensils,"1, 5, 6",False,0.060606,,0.795918
used by men,musical instruments,"1, 5, 6",False,0.060606,,0.795918
used by men,tools,"1, 5, 6",False,0.060606,5.166667,0.795918
used by men,vehicles,"1, 5, 6",False,0.060606,2.666667,0.795918
used by men,weapons,"1, 5, 6",False,0.060606,3.750000,0.795918
used for murding,kitchen utensils,5,True,0.042700,,0.538462
used for murding,tools,5,True,0.042700,,0.538462
used for murding,vehicles,5,True,0.042700,,0.538462
used for murding,weapons,5,True,0.042700,6.666667,0.538462
gets warm,kitchen utensils,4,True,0.097796,2.666667,0.479167
gets warm,musical instruments,4,True,0.097796,,0.479167
gets warm,tools,4,True,0.097796,,0.479167
gets warm,vehicles,4,True,0.097796,,0.479167
gets warm,weapons,4,True,0.097796,,0.479167
is white,clothing,"2, 4",False,0.110193,1.833333,0.597403
is white,kitchen utensils,"2, 4",False,0.110193,2.250000,0.597403
is white,musical instruments,"2, 4",False,0.110193,,0.597403
is white,tools,"2, 4",False,0.110193,,0.597403
is white,vehicles,"2, 4",False,0.110193,1.500000,0.597403
is beautiful,clothing,"2, 3",False,0.071625,3.416667,0.790323
is beautiful,musical instruments,"2, 3",False,0.071625,4.666667,0.790323
is beautiful,vehicles,"2, 3",False,0.071625,3.250000,0.790323
can be found in a garage,clothing,6,True,0.037190,,0.478261
can be found in a garage,kitchen utensils,6,True,0.037190,,0.478261
can be found in a garage,musical instruments,6,True,0.037190,,0.478261
can be found in a garage,tools,6,True,0.037190,5.000000,0.478261
can be found in a garage,vehicles,6,True,0.037190,,0.478261
is worn on your head,clothing,,False,0.066116,3.416667,0.000000
produces noise,kitchen utensils,"3, 4, 5",False,0.287879,2.583333,0.674419
produces noise,musical instruments,"3, 4, 5",False,0.287879,4.250000,0.674419
produces noise,tools,"3, 4, 5",False,0.287879,4.666667,0.674419
produces noise,vehicles,"3, 4, 5",False,0.287879,5.416667,0.674419
produces noise,weapons,"3, 4, 5",False,0.287879,4.083333,0.674419
has teeth,kitchen utensils,,False,0.081267,2.166667,0.000000
has teeth,tools,,False,0.081267,3.500000,0.000000
